NAME,HUE_AVG,HUE_MDN,HUE_STD,SATURATION_AVG,SATURATION_MDN,SATURATION_STD,VALUE_AVG,VALUE_MDN,VALUE_STD,RED_AVG,RED_MDN,RED_STD,GREEN_AVG,GREEN_MDN,GREEN_STD,BLUE_AVG,BLUE_MDN,BLUE_STD,HIST,WHITES,BLACKS,GAMMA_R,GAMMA_G,GAMMA_B,MSE
originales\I23-219ae.jpg,102.61782522885697,174.0,84.01818435653433,105.65434408331234,112.0,36.49490603700826,138.61057823129252,142.0,38.29678245452571,83.87147602250776,82.0,33.98199953091092,87.72885739480978,81.0,39.76336653361242,138.58045225497605,142.0,38.23342535102997,727.1595770878469,224,16,0.9,0.92,0.93,32.234830575256105
